uuid,Keywords,label
0,cardiac troponins; cardiovascular disease; tobacco,1
536,cardiac troponins; cardiovascular disease; tobacco,0
537,cardiac troponins; cardiovascular disease; tobacco,0
538,cardiac troponins; cardiovascular disease; tobacco,0
539,cardiac troponins; cardiovascular disease; tobacco,1
540,cardiac troponins; cardiovascular disease; tobacco,0
541,cardiac troponins; cardiovascular disease; tobacco,0
542,cardiac troponins; cardiovascular disease; tobacco,1
543,cardiac troponins; cardiovascular disease; tobacco,0
544,cardiac troponins; cardiovascular disease; tobacco,0
545,cardiac troponins; cardiovascular disease; tobacco,1
546,cardiac troponins; cardiovascular disease; tobacco,0
547,cardiac troponins; cardiovascular disease; tobacco,0
548,cardiac troponins; cardiovascular disease; tobacco,1
549,cardiac troponins; cardiovascular disease; tobacco,0
550,cardiac troponins; cardiovascular disease; tobacco,1
551,cardiac troponins; cardiovascular disease; tobacco,0
552,cardiac troponins; cardiovascular disease; tobacco,0
553,cardiac troponins; cardiovascular disease; tobacco,0
554,cardiac troponins; cardiovascular disease; tobacco,1
555,cardiac troponins; cardiovascular disease; tobacco,0
556,cardiac troponins; cardiovascular disease; tobacco,1
557,cardiac troponins; cardiovascular disease; tobacco,0
558,cardiac troponins; cardiovascular disease; tobacco,0
559,cardiac troponins; cardiovascular disease; tobacco,1
560,cardiac troponins; cardiovascular disease; tobacco,0
561,cardiac troponins; cardiovascular disease; tobacco,1
562,cardiac troponins; cardiovascular disease; tobacco,0
563,cardiac troponins; cardiovascular disease; tobacco,1
564,cardiac troponins; cardiovascular disease; tobacco,1
565,cardiac troponins; cardiovascular disease; tobacco,1
566,cardiac troponins; cardiovascular disease; tobacco,1
567,cardiac troponins; cardiovascular disease; tobacco,0
568,cardiac troponins; cardiovascular disease; tobacco,0
569,cardiac troponins; cardiovascular disease; tobacco,1
570,cardiac troponins; cardiovascular disease; tobacco,1
571,cardiac troponins; cardiovascular disease; tobacco,0
572,cardiac troponins; cardiovascular disease; tobacco,0
573,cardiac troponins; cardiovascular disease; tobacco,0
574,cardiac troponins; cardiovascular disease; tobacco,1
575,cardiac troponins; cardiovascular disease; tobacco,0
576,cardiac troponins; cardiovascular disease; tobacco,1
577,cardiac troponins; cardiovascular disease; tobacco,1
578,cardiac troponins; cardiovascular disease; tobacco,1
579,cardiac troponins; cardiovascular disease; tobacco,1
580,cardiac troponins; cardiovascular disease; tobacco,1
581,cardiac troponins; cardiovascular disease; tobacco,0
582,cardiac troponins; cardiovascular disease; tobacco,0
583,cardiac troponins; cardiovascular disease; tobacco,0
584,cardiac troponins; cardiovascular disease; tobacco,0
585,cardiac troponins; cardiovascular disease; tobacco,1
586,cardiac troponins; cardiovascular disease; tobacco,0
587,cardiac troponins; cardiovascular disease; tobacco,1
588,cardiac troponins; cardiovascular disease; tobacco,0
589,cardiac troponins; cardiovascular disease; tobacco,1
590,cardiac troponins; cardiovascular disease; tobacco,1
591,cardiac troponins; cardiovascular disease; tobacco,1
592,cardiac troponins; cardiovascular disease; tobacco,0
593,cardiac troponins; cardiovascular disease; tobacco,1
594,cardiac troponins; cardiovascular disease; tobacco,1
595,cardiac troponins; cardiovascular disease; tobacco,1
596,cardiac troponins; cardiovascular disease; tobacco,1
597,cardiac troponins; cardiovascular disease; tobacco,1
598,cardiac troponins; cardiovascular disease; tobacco,0
599,cardiac troponins; cardiovascular disease; tobacco,1
600,cardiac troponins; cardiovascular disease; tobacco,1
601,cardiac troponins; cardiovascular disease; tobacco,1
602,cardiac troponins; cardiovascular disease; tobacco,0
603,cardiac troponins; cardiovascular disease; tobacco,0
604,cardiac troponins; cardiovascular disease; tobacco,1
605,cardiac troponins; cardiovascular disease; tobacco,1
606,cardiac troponins; cardiovascular disease; tobacco,1
607,cardiac troponins; cardiovascular disease; tobacco,1
608,cardiac troponins; cardiovascular disease; tobacco,1
609,cardiac troponins; cardiovascular disease; tobacco,0
610,cardiac troponins; cardiovascular disease; tobacco,1
611,cardiac troponins; cardiovascular disease; tobacco,0
612,cardiac troponins; cardiovascular disease; tobacco,0
613,cardiac troponins; cardiovascular disease; tobacco,1
614,cardiac troponins; cardiovascular disease; tobacco,0
615,cardiac troponins; cardiovascular disease; tobacco,1
616,cardiac troponins; cardiovascular disease; tobacco,0
617,cardiac troponins; cardiovascular disease; tobacco,0
618,cardiac troponins; cardiovascular disease; tobacco,1
619,cardiac troponins; cardiovascular disease; tobacco,1
620,cardiac troponins; cardiovascular disease; tobacco,1
621,cardiac troponins; cardiovascular disease; tobacco,1
622,cardiac troponins; cardiovascular disease; tobacco,1
623,cardiac troponins; cardiovascular disease; tobacco,1
624,cardiac troponins; cardiovascular disease; tobacco,0
625,cardiac troponins; cardiovascular disease; tobacco,1
626,cardiac troponins; cardiovascular disease; tobacco,0
627,cardiac troponins; cardiovascular disease; tobacco,0
628,cardiac troponins; cardiovascular disease; tobacco,0
629,cardiac troponins; cardiovascular disease; tobacco,0
630,cardiac troponins; cardiovascular disease; tobacco,1
631,cardiac troponins; cardiovascular disease; tobacco,1
632,cardiac troponins; cardiovascular disease; tobacco,1
633,cardiac troponins; cardiovascular disease; tobacco,0
634,cardiac troponins; cardiovascular disease; tobacco,1
635,cardiac troponins; cardiovascular disease; tobacco,1
636,cardiac troponins; cardiovascular disease; tobacco,1
637,cardiac troponins; cardiovascular disease; tobacco,0
638,cardiac troponins; cardiovascular disease; tobacco,1
639,cardiac troponins; cardiovascular disease; tobacco,1
640,cardiac troponins; cardiovascular disease; tobacco,0
641,cardiac troponins; cardiovascular disease; tobacco,1
642,cardiac troponins; cardiovascular disease; tobacco,0
643,cardiac troponins; cardiovascular disease; tobacco,0
644,cardiac troponins; cardiovascular disease; tobacco,0
645,cardiac troponins; cardiovascular disease; tobacco,1
646,cardiac troponins; cardiovascular disease; tobacco,0
647,cardiac troponins; cardiovascular disease; tobacco,1
648,cardiac troponins; cardiovascular disease; tobacco,0
649,cardiac troponins; cardiovascular disease; tobacco,0
650,cardiac troponins; cardiovascular disease; tobacco,1
651,cardiac troponins; cardiovascular disease; tobacco,1
652,cardiac troponins; cardiovascular disease; tobacco,1
653,cardiac troponins; cardiovascular disease; tobacco,0
654,cardiac troponins; cardiovascular disease; tobacco,1
655,cardiac troponins; cardiovascular disease; tobacco,1
656,cardiac troponins; cardiovascular disease; tobacco,1
657,cardiac troponins; cardiovascular disease; tobacco,0
658,cardiac troponins; cardiovascular disease; tobacco,1
659,cardiac troponins; cardiovascular disease; tobacco,1
660,cardiac troponins; cardiovascular disease; tobacco,1
661,cardiac troponins; cardiovascular disease; tobacco,0
662,cardiac troponins; cardiovascular disease; tobacco,0
663,cardiac troponins; cardiovascular disease; tobacco,1
664,cardiac troponins; cardiovascular disease; tobacco,0
665,cardiac troponins; cardiovascular disease; tobacco,1
666,cardiac troponins; cardiovascular disease; tobacco,1
667,cardiac troponins; cardiovascular disease; tobacco,1
668,cardiac troponins; cardiovascular disease; tobacco,1
669,cardiac troponins; cardiovascular disease; tobacco,0
670,cardiac troponins; cardiovascular disease; tobacco,0
671,cardiac troponins; cardiovascular disease; tobacco,0
672,cardiac troponins; cardiovascular disease; tobacco,1
673,cardiac troponins; cardiovascular disease; tobacco,1
674,cardiac troponins; cardiovascular disease; tobacco,0
675,cardiac troponins; cardiovascular disease; tobacco,0
676,cardiac troponins; cardiovascular disease; tobacco,0
677,cardiac troponins; cardiovascular disease; tobacco,0
678,cardiac troponins; cardiovascular disease; tobacco,1
679,cardiac troponins; cardiovascular disease; tobacco,1
680,cardiac troponins; cardiovascular disease; tobacco,1
681,cardiac troponins; cardiovascular disease; tobacco,1
682,cardiac troponins; cardiovascular disease; tobacco,1
683,cardiac troponins; cardiovascular disease; tobacco,1
684,cardiac troponins; cardiovascular disease; tobacco,0
685,cardiac troponins; cardiovascular disease; tobacco,1
686,cardiac troponins; cardiovascular disease; tobacco,0
687,cardiac troponins; cardiovascular disease; tobacco,0
688,cardiac troponins; cardiovascular disease; tobacco,0
689,cardiac troponins; cardiovascular disease; tobacco,1
690,cardiac troponins; cardiovascular disease; tobacco,0
691,cardiac troponins; cardiovascular disease; tobacco,0
692,cardiac troponins; cardiovascular disease; tobacco,1
693,cardiac troponins; cardiovascular disease; tobacco,0
694,cardiac troponins; cardiovascular disease; tobacco,0
695,cardiac troponins; cardiovascular disease; tobacco,0
696,cardiac troponins; cardiovascular disease; tobacco,0
697,cardiac troponins; cardiovascular disease; tobacco,1
698,cardiac troponins; cardiovascular disease; tobacco,1
699,cardiac troponins; cardiovascular disease; tobacco,0
700,cardiac troponins; cardiovascular disease; tobacco,1
701,cardiac troponins; cardiovascular disease; tobacco,0
702,cardiac troponins; cardiovascular disease; tobacco,0
703,cardiac troponins; cardiovascular disease; tobacco,0
704,cardiac troponins; cardiovascular disease; tobacco,1
705,cardiac troponins; cardiovascular disease; tobacco,1
706,cardiac troponins; cardiovascular disease; tobacco,0
707,cardiac troponins; cardiovascular disease; tobacco,0
708,cardiac troponins; cardiovascular disease; tobacco,1
709,cardiac troponins; cardiovascular disease; tobacco,1
710,cardiac troponins; cardiovascular disease; tobacco,1
711,cardiac troponins; cardiovascular disease; tobacco,1
712,cardiac troponins; cardiovascular disease; tobacco,1
713,cardiac troponins; cardiovascular disease; tobacco,0
714,cardiac troponins; cardiovascular disease; tobacco,0
715,cardiac troponins; cardiovascular disease; tobacco,0
716,cardiac troponins; cardiovascular disease; tobacco,0
717,cardiac troponins; cardiovascular disease; tobacco,0
718,cardiac troponins; cardiovascular disease; tobacco,0
719,cardiac troponins; cardiovascular disease; tobacco,1
720,cardiac troponins; cardiovascular disease; tobacco,1
721,cardiac troponins; cardiovascular disease; tobacco,0
722,cardiac troponins; cardiovascular disease; tobacco,0
723,cardiac troponins; cardiovascular disease; tobacco,0
724,cardiac troponins; cardiovascular disease; tobacco,0
725,cardiac troponins; cardiovascular disease; tobacco,1
726,cardiac troponins; cardiovascular disease; tobacco,1
727,cardiac troponins; cardiovascular disease; tobacco,0
728,cardiac troponins; cardiovascular disease; tobacco,0
729,cardiac troponins; cardiovascular disease; tobacco,0
730,cardiac troponins; cardiovascular disease; tobacco,0
731,cardiac troponins; cardiovascular disease; tobacco,0
732,cardiac troponins; cardiovascular disease; tobacco,1
733,cardiac troponins; cardiovascular disease; tobacco,0
734,cardiac troponins; cardiovascular disease; tobacco,0
735,cardiac troponins; cardiovascular disease; tobacco,1
736,cardiac troponins; cardiovascular disease; tobacco,1
737,cardiac troponins; cardiovascular disease; tobacco,1
738,cardiac troponins; cardiovascular disease; tobacco,1
739,cardiac troponins; cardiovascular disease; tobacco,1
740,cardiac troponins; cardiovascular disease; tobacco,1
741,cardiac troponins; cardiovascular disease; tobacco,0
742,cardiac troponins; cardiovascular disease; tobacco,0
743,cardiac troponins; cardiovascular disease; tobacco,1
744,cardiac troponins; cardiovascular disease; tobacco,0
745,cardiac troponins; cardiovascular disease; tobacco,1
746,cardiac troponins; cardiovascular disease; tobacco,1
747,cardiac troponins; cardiovascular disease; tobacco,1
748,cardiac troponins; cardiovascular disease; tobacco,0
749,cardiac troponins; cardiovascular disease; tobacco,1
750,cardiac troponins; cardiovascular disease; tobacco,0
751,cardiac troponins; cardiovascular disease; tobacco,1
752,cardiac troponins; cardiovascular disease; tobacco,1
753,cardiac troponins; cardiovascular disease; tobacco,1
754,cardiac troponins; cardiovascular disease; tobacco,0
755,cardiac troponins; cardiovascular disease; tobacco,0
756,cardiac troponins; cardiovascular disease; tobacco,1
757,cardiac troponins; cardiovascular disease; tobacco,0
758,cardiac troponins; cardiovascular disease; tobacco,0
759,cardiac troponins; cardiovascular disease; tobacco,0
760,cardiac troponins; cardiovascular disease; tobacco,0
761,cardiac troponins; cardiovascular disease; tobacco,1
762,cardiac troponins; cardiovascular disease; tobacco,0
763,cardiac troponins; cardiovascular disease; tobacco,1
764,cardiac troponins; cardiovascular disease; tobacco,1
765,cardiac troponins; cardiovascular disease; tobacco,0
766,cardiac troponins; cardiovascular disease; tobacco,1
767,cardiac troponins; cardiovascular disease; tobacco,1
768,cardiac troponins; cardiovascular disease; tobacco,0
769,cardiac troponins; cardiovascular disease; tobacco,0
770,cardiac troponins; cardiovascular disease; tobacco,0
771,cardiac troponins; cardiovascular disease; tobacco,1
772,cardiac troponins; cardiovascular disease; tobacco,0
773,cardiac troponins; cardiovascular disease; tobacco,0
774,cardiac troponins; cardiovascular disease; tobacco,0
775,cardiac troponins; cardiovascular disease; tobacco,1
776,cardiac troponins; cardiovascular disease; tobacco,1
777,cardiac troponins; cardiovascular disease; tobacco,0
778,cardiac troponins; cardiovascular disease; tobacco,0
779,cardiac troponins; cardiovascular disease; tobacco,1
780,cardiac troponins; cardiovascular disease; tobacco,0
781,cardiac troponins; cardiovascular disease; tobacco,0
782,cardiac troponins; cardiovascular disease; tobacco,1
783,cardiac troponins; cardiovascular disease; tobacco,1
784,cardiac troponins; cardiovascular disease; tobacco,0
785,cardiac troponins; cardiovascular disease; tobacco,1
786,cardiac troponins; cardiovascular disease; tobacco,0
787,cardiac troponins; cardiovascular disease; tobacco,0
788,cardiac troponins; cardiovascular disease; tobacco,1
789,cardiac troponins; cardiovascular disease; tobacco,1
790,cardiac troponins; cardiovascular disease; tobacco,0
791,cardiac troponins; cardiovascular disease; tobacco,0
792,cardiac troponins; cardiovascular disease; tobacco,0
793,cardiac troponins; cardiovascular disease; tobacco,0
794,cardiac troponins; cardiovascular disease; tobacco,1
795,cardiac troponins; cardiovascular disease; tobacco,0
796,cardiac troponins; cardiovascular disease; tobacco,0
797,cardiac troponins; cardiovascular disease; tobacco,1
798,cardiac troponins; cardiovascular disease; tobacco,1
799,cardiac troponins; cardiovascular disease; tobacco,0
800,cardiac troponins; cardiovascular disease; tobacco,1
801,cardiac troponins; cardiovascular disease; tobacco,0
802,cardiac troponins; cardiovascular disease; tobacco,1
803,cardiac troponins; cardiovascular disease; tobacco,1
804,cardiac troponins; cardiovascular disease; tobacco,1
805,cardiac troponins; cardiovascular disease; tobacco,0
806,cardiac troponins; cardiovascular disease; tobacco,0
807,cardiac troponins; cardiovascular disease; tobacco,1
808,cardiac troponins; cardiovascular disease; tobacco,0
809,cardiac troponins; cardiovascular disease; tobacco,0
810,cardiac troponins; cardiovascular disease; tobacco,1
811,cardiac troponins; cardiovascular disease; tobacco,0
812,cardiac troponins; cardiovascular disease; tobacco,1
813,cardiac troponins; cardiovascular disease; tobacco,1
814,cardiac troponins; cardiovascular disease; tobacco,0
815,cardiac troponins; cardiovascular disease; tobacco,1
816,cardiac troponins; cardiovascular disease; tobacco,1
817,cardiac troponins; cardiovascular disease; tobacco,1
818,cardiac troponins; cardiovascular disease; tobacco,1
819,cardiac troponins; cardiovascular disease; tobacco,0
820,cardiac troponins; cardiovascular disease; tobacco,1
821,cardiac troponins; cardiovascular disease; tobacco,0
822,cardiac troponins; cardiovascular disease; tobacco,1
823,cardiac troponins; cardiovascular disease; tobacco,0
824,cardiac troponins; cardiovascular disease; tobacco,1
825,cardiac troponins; cardiovascular disease; tobacco,1
826,cardiac troponins; cardiovascular disease; tobacco,1
827,cardiac troponins; cardiovascular disease; tobacco,1
828,cardiac troponins; cardiovascular disease; tobacco,0
829,cardiac troponins; cardiovascular disease; tobacco,1
830,cardiac troponins; cardiovascular disease; tobacco,1
831,cardiac troponins; cardiovascular disease; tobacco,0
832,cardiac troponins; cardiovascular disease; tobacco,0
833,cardiac troponins; cardiovascular disease; tobacco,0
834,cardiac troponins; cardiovascular disease; tobacco,0
835,cardiac troponins; cardiovascular disease; tobacco,1
836,cardiac troponins; cardiovascular disease; tobacco,1
837,cardiac troponins; cardiovascular disease; tobacco,0
838,cardiac troponins; cardiovascular disease; tobacco,1
839,cardiac troponins; cardiovascular disease; tobacco,1
840,cardiac troponins; cardiovascular disease; tobacco,0
841,cardiac troponins; cardiovascular disease; tobacco,1
842,cardiac troponins; cardiovascular disease; tobacco,1
843,cardiac troponins; cardiovascular disease; tobacco,1
844,cardiac troponins; cardiovascular disease; tobacco,1
845,cardiac troponins; cardiovascular disease; tobacco,1
846,cardiac troponins; cardiovascular disease; tobacco,1
847,cardiac troponins; cardiovascular disease; tobacco,0
848,cardiac troponins; cardiovascular disease; tobacco,1
849,cardiac troponins; cardiovascular disease; tobacco,0
850,cardiac troponins; cardiovascular disease; tobacco,0
851,cardiac troponins; cardiovascular disease; tobacco,0
852,cardiac troponins; cardiovascular disease; tobacco,0
853,cardiac troponins; cardiovascular disease; tobacco,1
854,cardiac troponins; cardiovascular disease; tobacco,1
855,cardiac troponins; cardiovascular disease; tobacco,1
856,cardiac troponins; cardiovascular disease; tobacco,0
857,cardiac troponins; cardiovascular disease; tobacco,1
858,cardiac troponins; cardiovascular disease; tobacco,1
859,cardiac troponins; cardiovascular disease; tobacco,1
860,cardiac troponins; cardiovascular disease; tobacco,1
861,cardiac troponins; cardiovascular disease; tobacco,0
862,cardiac troponins; cardiovascular disease; tobacco,1
863,cardiac troponins; cardiovascular disease; tobacco,0
864,cardiac troponins; cardiovascular disease; tobacco,0
865,cardiac troponins; cardiovascular disease; tobacco,0
866,cardiac troponins; cardiovascular disease; tobacco,1
867,cardiac troponins; cardiovascular disease; tobacco,0
868,cardiac troponins; cardiovascular disease; tobacco,1
869,cardiac troponins; cardiovascular disease; tobacco,0
870,cardiac troponins; cardiovascular disease; tobacco,1
871,cardiac troponins; cardiovascular disease; tobacco,0
872,cardiac troponins; cardiovascular disease; tobacco,1
873,cardiac troponins; cardiovascular disease; tobacco,1
874,cardiac troponins; cardiovascular disease; tobacco,0
875,cardiac troponins; cardiovascular disease; tobacco,1
876,cardiac troponins; cardiovascular disease; tobacco,1
877,cardiac troponins; cardiovascular disease; tobacco,0
878,cardiac troponins; cardiovascular disease; tobacco,0
879,cardiac troponins; cardiovascular disease; tobacco,0
880,cardiac troponins; cardiovascular disease; tobacco,0
881,cardiac troponins; cardiovascular disease; tobacco,0
882,cardiac troponins; cardiovascular disease; tobacco,0
883,cardiac troponins; cardiovascular disease; tobacco,0
884,cardiac troponins; cardiovascular disease; tobacco,1
885,cardiac troponins; cardiovascular disease; tobacco,1
886,cardiac troponins; cardiovascular disease; tobacco,1
887,cardiac troponins; cardiovascular disease; tobacco,0
888,cardiac troponins; cardiovascular disease; tobacco,0
889,cardiac troponins; cardiovascular disease; tobacco,1
890,cardiac troponins; cardiovascular disease; tobacco,1
891,cardiac troponins; cardiovascular disease; tobacco,1
892,cardiac troponins; cardiovascular disease; tobacco,1
893,cardiac troponins; cardiovascular disease; tobacco,1
894,cardiac troponins; cardiovascular disease; tobacco,0
895,cardiac troponins; cardiovascular disease; tobacco,1
896,cardiac troponins; cardiovascular disease; tobacco,1
897,cardiac troponins; cardiovascular disease; tobacco,1
898,cardiac troponins; cardiovascular disease; tobacco,1
899,cardiac troponins; cardiovascular disease; tobacco,0
900,cardiac troponins; cardiovascular disease; tobacco,1
901,cardiac troponins; cardiovascular disease; tobacco,0
902,cardiac troponins; cardiovascular disease; tobacco,0
903,cardiac troponins; cardiovascular disease; tobacco,1
904,cardiac troponins; cardiovascular disease; tobacco,1
905,cardiac troponins; cardiovascular disease; tobacco,0
906,cardiac troponins; cardiovascular disease; tobacco,0
907,cardiac troponins; cardiovascular disease; tobacco,0
908,cardiac troponins; cardiovascular disease; tobacco,1
909,cardiac troponins; cardiovascular disease; tobacco,0
910,cardiac troponins; cardiovascular disease; tobacco,1
911,cardiac troponins; cardiovascular disease; tobacco,1
912,cardiac troponins; cardiovascular disease; tobacco,0
913,cardiac troponins; cardiovascular disease; tobacco,0
914,cardiac troponins; cardiovascular disease; tobacco,1
915,cardiac troponins; cardiovascular disease; tobacco,1
916,cardiac troponins; cardiovascular disease; tobacco,1
917,cardiac troponins; cardiovascular disease; tobacco,1
918,cardiac troponins; cardiovascular disease; tobacco,1
919,cardiac troponins; cardiovascular disease; tobacco,0
920,cardiac troponins; cardiovascular disease; tobacco,1
921,cardiac troponins; cardiovascular disease; tobacco,1
922,cardiac troponins; cardiovascular disease; tobacco,1
923,cardiac troponins; cardiovascular disease; tobacco,1
924,cardiac troponins; cardiovascular disease; tobacco,1
925,cardiac troponins; cardiovascular disease; tobacco,1
926,cardiac troponins; cardiovascular disease; tobacco,1
927,cardiac troponins; cardiovascular disease; tobacco,0
928,cardiac troponins; cardiovascular disease; tobacco,0
929,cardiac troponins; cardiovascular disease; tobacco,0
930,cardiac troponins; cardiovascular disease; tobacco,1
931,cardiac troponins; cardiovascular disease; tobacco,0
932,cardiac troponins; cardiovascular disease; tobacco,0
933,cardiac troponins; cardiovascular disease; tobacco,0
934,cardiac troponins; cardiovascular disease; tobacco,0
935,cardiac troponins; cardiovascular disease; tobacco,1
936,cardiac troponins; cardiovascular disease; tobacco,1
937,cardiac troponins; cardiovascular disease; tobacco,0
938,cardiac troponins; cardiovascular disease; tobacco,0
939,cardiac troponins; cardiovascular disease; tobacco,0
940,cardiac troponins; cardiovascular disease; tobacco,0
941,cardiac troponins; cardiovascular disease; tobacco,1
942,cardiac troponins; cardiovascular disease; tobacco,1
943,cardiac troponins; cardiovascular disease; tobacco,0
944,cardiac troponins; cardiovascular disease; tobacco,0
945,cardiac troponins; cardiovascular disease; tobacco,1
946,cardiac troponins; cardiovascular disease; tobacco,0
947,cardiac troponins; cardiovascular disease; tobacco,0
948,cardiac troponins; cardiovascular disease; tobacco,0
949,cardiac troponins; cardiovascular disease; tobacco,0
950,cardiac troponins; cardiovascular disease; tobacco,0
951,cardiac troponins; cardiovascular disease; tobacco,1
952,cardiac troponins; cardiovascular disease; tobacco,1
953,cardiac troponins; cardiovascular disease; tobacco,0
954,cardiac troponins; cardiovascular disease; tobacco,0
955,cardiac troponins; cardiovascular disease; tobacco,1
956,cardiac troponins; cardiovascular disease; tobacco,0
957,cardiac troponins; cardiovascular disease; tobacco,0
958,cardiac troponins; cardiovascular disease; tobacco,0
959,cardiac troponins; cardiovascular disease; tobacco,1
960,cardiac troponins; cardiovascular disease; tobacco,0
961,cardiac troponins; cardiovascular disease; tobacco,0
962,cardiac troponins; cardiovascular disease; tobacco,0
963,cardiac troponins; cardiovascular disease; tobacco,0
964,cardiac troponins; cardiovascular disease; tobacco,1
965,cardiac troponins; cardiovascular disease; tobacco,0
966,cardiac troponins; cardiovascular disease; tobacco,1
967,cardiac troponins; cardiovascular disease; tobacco,1
968,cardiac troponins; cardiovascular disease; tobacco,0
969,cardiac troponins; cardiovascular disease; tobacco,0
970,cardiac troponins; cardiovascular disease; tobacco,0
971,cardiac troponins; cardiovascular disease; tobacco,0
972,cardiac troponins; cardiovascular disease; tobacco,1
973,cardiac troponins; cardiovascular disease; tobacco,0
974,cardiac troponins; cardiovascular disease; tobacco,0
975,cardiac troponins; cardiovascular disease; tobacco,1
976,cardiac troponins; cardiovascular disease; tobacco,0
977,cardiac troponins; cardiovascular disease; tobacco,0
978,cardiac troponins; cardiovascular disease; tobacco,1
979,cardiac troponins; cardiovascular disease; tobacco,1
980,cardiac troponins; cardiovascular disease; tobacco,1
981,cardiac troponins; cardiovascular disease; tobacco,1
982,cardiac troponins; cardiovascular disease; tobacco,1
983,cardiac troponins; cardiovascular disease; tobacco,0
984,cardiac troponins; cardiovascular disease; tobacco,0
985,cardiac troponins; cardiovascular disease; tobacco,0
986,cardiac troponins; cardiovascular disease; tobacco,0
987,cardiac troponins; cardiovascular disease; tobacco,0
988,cardiac troponins; cardiovascular disease; tobacco,1
989,cardiac troponins; cardiovascular disease; tobacco,1
990,cardiac troponins; cardiovascular disease; tobacco,0
991,cardiac troponins; cardiovascular disease; tobacco,1
992,cardiac troponins; cardiovascular disease; tobacco,1
993,cardiac troponins; cardiovascular disease; tobacco,0
994,cardiac troponins; cardiovascular disease; tobacco,0
995,cardiac troponins; cardiovascular disease; tobacco,0
996,cardiac troponins; cardiovascular disease; tobacco,0
997,cardiac troponins; cardiovascular disease; tobacco,1
998,cardiac troponins; cardiovascular disease; tobacco,0
999,cardiac troponins; cardiovascular disease; tobacco,0
1000,cardiac troponins; cardiovascular disease; tobacco,1
1001,cardiac troponins; cardiovascular disease; tobacco,1
1002,cardiac troponins; cardiovascular disease; tobacco,0
1003,cardiac troponins; cardiovascular disease; tobacco,1
1004,cardiac troponins; cardiovascular disease; tobacco,0
1005,cardiac troponins; cardiovascular disease; tobacco,1
1006,cardiac troponins; cardiovascular disease; tobacco,0
1007,cardiac troponins; cardiovascular disease; tobacco,1
1008,cardiac troponins; cardiovascular disease; tobacco,1
1009,cardiac troponins; cardiovascular disease; tobacco,1
1010,cardiac troponins; cardiovascular disease; tobacco,0
1011,cardiac troponins; cardiovascular disease; tobacco,0
1012,cardiac troponins; cardiovascular disease; tobacco,0
1013,cardiac troponins; cardiovascular disease; tobacco,1
1014,cardiac troponins; cardiovascular disease; tobacco,1
1015,cardiac troponins; cardiovascular disease; tobacco,0
1016,cardiac troponins; cardiovascular disease; tobacco,1
1017,cardiac troponins; cardiovascular disease; tobacco,1
1018,cardiac troponins; cardiovascular disease; tobacco,1
1019,cardiac troponins; cardiovascular disease; tobacco,1
1020,cardiac troponins; cardiovascular disease; tobacco,1
1021,cardiac troponins; cardiovascular disease; tobacco,1
1022,cardiac troponins; cardiovascular disease; tobacco,1
1023,cardiac troponins; cardiovascular disease; tobacco,0
1024,cardiac troponins; cardiovascular disease; tobacco,0
1025,cardiac troponins; cardiovascular disease; tobacco,1
1026,cardiac troponins; cardiovascular disease; tobacco,1
1027,cardiac troponins; cardiovascular disease; tobacco,0
1028,cardiac troponins; cardiovascular disease; tobacco,0
1029,cardiac troponins; cardiovascular disease; tobacco,1
1030,cardiac troponins; cardiovascular disease; tobacco,1
1031,cardiac troponins; cardiovascular disease; tobacco,0
1032,cardiac troponins; cardiovascular disease; tobacco,0
1033,cardiac troponins; cardiovascular disease; tobacco,1
1034,cardiac troponins; cardiovascular disease; tobacco,1
1035,cardiac troponins; cardiovascular disease; tobacco,0
1036,cardiac troponins; cardiovascular disease; tobacco,0
1037,cardiac troponins; cardiovascular disease; tobacco,0
1038,cardiac troponins; cardiovascular disease; tobacco,1
1039,cardiac troponins; cardiovascular disease; tobacco,1
1040,cardiac troponins; cardiovascular disease; tobacco,1
1041,cardiac troponins; cardiovascular disease; tobacco,0
1042,cardiac troponins; cardiovascular disease; tobacco,0
1043,cardiac troponins; cardiovascular disease; tobacco,0
1044,cardiac troponins; cardiovascular disease; tobacco,1
1045,cardiac troponins; cardiovascular disease; tobacco,1
1046,cardiac troponins; cardiovascular disease; tobacco,1
1047,cardiac troponins; cardiovascular disease; tobacco,0
1048,cardiac troponins; cardiovascular disease; tobacco,0
1049,cardiac troponins; cardiovascular disease; tobacco,1
1050,cardiac troponins; cardiovascular disease; tobacco,1
1051,cardiac troponins; cardiovascular disease; tobacco,1
1052,cardiac troponins; cardiovascular disease; tobacco,0
1053,cardiac troponins; cardiovascular disease; tobacco,0
1054,cardiac troponins; cardiovascular disease; tobacco,1
1055,cardiac troponins; cardiovascular disease; tobacco,0
1056,cardiac troponins; cardiovascular disease; tobacco,0
1057,cardiac troponins; cardiovascular disease; tobacco,1
1058,cardiac troponins; cardiovascular disease; tobacco,1
1059,cardiac troponins; cardiovascular disease; tobacco,1
1060,cardiac troponins; cardiovascular disease; tobacco,1
1061,cardiac troponins; cardiovascular disease; tobacco,0
1062,cardiac troponins; cardiovascular disease; tobacco,1
1063,cardiac troponins; cardiovascular disease; tobacco,0
1064,cardiac troponins; cardiovascular disease; tobacco,0
1065,cardiac troponins; cardiovascular disease; tobacco,1
1066,cardiac troponins; cardiovascular disease; tobacco,1
1067,cardiac troponins; cardiovascular disease; tobacco,0
1068,cardiac troponins; cardiovascular disease; tobacco,1
1069,cardiac troponins; cardiovascular disease; tobacco,0
